2024-07-22 18:31:01,127.0.0.1,56675,Location Unknown,SQL Injection,"{""username"":""adi_levi--"",""password"":""aaBBcc12""}"
2024-07-22 18:43:32,127.0.0.1,52354,Location Unknown,SQL Injection,"{""username"":""adi_levi--"",""password"":""aaBBcc12""}"
2024-07-22 18:56:33,127.0.0.1,53837,Location Unknown,SQL Injection,"{""username"":""adi_levi--"",""password"":""ששBBבב12""}"
2024-07-22 18:56:33,127.0.0.1,53837,Location Unknown,SQL Injection,"{""username"":""adi_levi--"",""password"":""ששBBבב12""}"
2024-07-22 18:56:34,127.0.0.1,53837,Location Unknown,SQL Injection,"{""username"":""adi_levi--"",""password"":""ששBBבב12""}"
2024-07-22 18:56:35,127.0.0.1,53837,Location Unknown,SQL Injection,"{""username"":""adi_levi--"",""password"":""ששBBבב12""}"
2024-07-22 18:56:37,127.0.0.1,53837,Location Unknown,SQL Injection,"{""username"":""adi_levi--"",""password"":""ששBBבב12""}"
2024-07-22 18:56:42,127.0.0.1,53837,Location Unknown,SQL Injection,"{""username"":""adi_levi--"",""password"":""ששBBבב12""}"
2024-07-22 19:00:05,127.0.0.1,52198,Location Unknown,SQL Injection,"POST /api/users/login/ HTTP/1.1
Host: localhost:8000
Connection: keep-alive
Content-Length: 46
sec-ch-ua: ""Not/A)Brand"";v=""8"", ""Chromium"";v=""126"", ""Google Chrome"";v=""126""
Accept: application/json, text/plain, */*
Content-Type: application/json
sec-ch-ua-mobile: ?0
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36
sec-ch-ua-platform: ""Windows""
Origin: http://localhost:5173
Sec-Fetch-Site: same-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: empty
Referer: http://localhost:5173/
Accept-Encoding: gzip, deflate, br, zstd
Accept-Language: en-US,en;q=0.9,he;q=0.8

{""username"":""eido321--"",""password"":""QQaazz11""}"
2024-07-22 19:00:06,127.0.0.1,52198,Location Unknown,SQL Injection,"POST /api/users/login/ HTTP/1.1
Host: localhost:8000
Connection: keep-alive
Content-Length: 46
sec-ch-ua: ""Not/A)Brand"";v=""8"", ""Chromium"";v=""126"", ""Google Chrome"";v=""126""
Accept: application/json, text/plain, */*
Content-Type: application/json
sec-ch-ua-mobile: ?0
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36
sec-ch-ua-platform: ""Windows""
Origin: http://localhost:5173
Sec-Fetch-Site: same-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: empty
Referer: http://localhost:5173/
Accept-Encoding: gzip, deflate, br, zstd
Accept-Language: en-US,en;q=0.9,he;q=0.8

{""username"":""eido321--"",""password"":""QQaazz11""}"
2024-07-22 19:00:07,127.0.0.1,52198,Location Unknown,SQL Injection,"POST /api/users/login/ HTTP/1.1
Host: localhost:8000
Connection: keep-alive
Content-Length: 46
sec-ch-ua: ""Not/A)Brand"";v=""8"", ""Chromium"";v=""126"", ""Google Chrome"";v=""126""
Accept: application/json, text/plain, */*
Content-Type: application/json
sec-ch-ua-mobile: ?0
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36
sec-ch-ua-platform: ""Windows""
Origin: http://localhost:5173
Sec-Fetch-Site: same-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: empty
Referer: http://localhost:5173/
Accept-Encoding: gzip, deflate, br, zstd
Accept-Language: en-US,en;q=0.9,he;q=0.8

{""username"":""eido321--"",""password"":""QQaazz11""}"
2024-07-22 19:00:09,127.0.0.1,52198,Location Unknown,SQL Injection,"POST /api/users/login/ HTTP/1.1
Host: localhost:8000
Connection: keep-alive
Content-Length: 46
sec-ch-ua: ""Not/A)Brand"";v=""8"", ""Chromium"";v=""126"", ""Google Chrome"";v=""126""
Accept: application/json, text/plain, */*
Content-Type: application/json
sec-ch-ua-mobile: ?0
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36
sec-ch-ua-platform: ""Windows""
Origin: http://localhost:5173
Sec-Fetch-Site: same-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: empty
Referer: http://localhost:5173/
Accept-Encoding: gzip, deflate, br, zstd
Accept-Language: en-US,en;q=0.9,he;q=0.8

{""username"":""eido321--"",""password"":""QQaazz11""}"
2024-07-22 19:00:14,127.0.0.1,52198,Location Unknown,SQL Injection,"POST /api/users/login/ HTTP/1.1
Host: localhost:8000
Connection: keep-alive
Content-Length: 46
sec-ch-ua: ""Not/A)Brand"";v=""8"", ""Chromium"";v=""126"", ""Google Chrome"";v=""126""
Accept: application/json, text/plain, */*
Content-Type: application/json
sec-ch-ua-mobile: ?0
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36
sec-ch-ua-platform: ""Windows""
Origin: http://localhost:5173
Sec-Fetch-Site: same-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: empty
Referer: http://localhost:5173/
Accept-Encoding: gzip, deflate, br, zstd
Accept-Language: en-US,en;q=0.9,he;q=0.8

{""username"":""eido321--"",""password"":""QQaazz11""}"
